Encoder Index,Void,Shot ID,File Num,EP ID,Line,Station,Date,Time,Comment,TB Local Time,TB UTC Time,Record Index,EP Count,Crew ID,Unit ID,Start Code,Sweep Checksum,Param Checksum,Phase Max,Phase Avg,Force Max,Force Avg,THD Max,THD Avg,Force Out,GPS Time,Lat,Lon,Altitude,GPS Altitude,Sats,PDOP,HDOP,VDOP,Age,Quality,Start Time Delta,Sweep Number,Signature File Number,Flash Storage Free Space,Flash Storage Status,USB Storage Status,Vibrator QC,Encoder ID,Encoder IP,Max Viscosity,Min Viscosity,Avg Viscosity,Max Stiffness,Min Stiffness,Avg Stiffness,Target Force,Bearing,X,Y,
132,Void,132,131,1,1.00,1.00,02/06/2000,17:15:12,FAKE,2000/02/06 17:15:12.056000,2000/02/06 17:15:12.056000,132,1,1,22,0,4902,742C,5,0,38,30,41,3,H,17:15:12,54.7059278666667,-110.336868083333,586.84,586.84,14,1.3,0.7,1.1,0.0,GPS,0,1,131,99,Good,Good,OFF,10.0.41.24,10.0.41.24,197,197,197,114,114,114,7799,0.00,-110.336868083333,54.7059278666667,
