Y,X,Ident,Line,Station,Index,Code,Static,Depth,Datum,UHT,Water Depth,Easting,Northing,Elevation,Day,Time
56.84404172,-111.0156373,S,1,1,,,,,,,,499046.1,6300025.7,0,,
