Sigma Observer's log Report,,,FAKE
,,,,,,,,,,,,,,
File#,Status,Line,Station,EPID,ShotID,UTC Date, UTC Time, Local Date, Local Time, Trigger Time, Chans,Proc,RecLen,SRate,SRC Type,Spread, Total, Missing, PSS Info, Missing PSS, Sweep Length, Uphole, Hole Depth, Charge Size, Comment,Source Group, Source Units, delta time(s)
1316,Void,1,1,1,1317,Jan 1 2000,16:23:44.792000,Jan 1 2000,16:23:44.792000,2000/01/01 16:23:44.792000,0,Vibroseis,27000,1,Vibroseis,,0,0,1 of 1 PSS Received,0,25000,0.00,,,Void,2,13,0
